0.013963,0.013962,-0.013959,0.000003
0.027925,0.027922,-0.027917,0.000004
0.041888,0.041876,-0.041886,-0.000010
0.055851,0.055822,-0.055797,0.000025
0.069813,0.069756,-0.069708,0.000049
0.083776,0.083678,-0.083695,-0.000017
0.097738,0.097583,-0.097530,0.000053
0.111701,0.111469,-0.111517,-0.000048
0.125664,0.125333,-0.125199,0.000135
0.139626,0.139173,-0.139415,-0.000242
0.153589,0.152986,-0.152868,0.000118
0.167552,0.166769,-0.166931,-0.000163
0.181514,0.180519,-0.180384,0.000135
0.195477,0.194234,-0.194448,-0.000213
0.209440,0.207912,-0.207900,0.000012
0.223402,0.221549,-0.221505,0.000043
0.237365,0.235142,-0.235110,0.000032
0.251327,0.248690,-0.248716,-0.000026
0.265290,0.262189,-0.262015,0.000174
0.279253,0.275637,-0.275773,-0.000136
0.293215,0.289032,-0.288920,0.000112
0.307178,0.302370,-0.302372,-0.000002
0.321141,0.315649,-0.315519,0.000130
0.335103,0.328867,-0.328971,-0.000104
0.349066,0.342020,-0.341812,0.000208
0.363028,0.355107,-0.354959,0.000148
0.376991,0.368125,-0.368105,0.000019
0.390954,0.381070,-0.381252,-0.000181
0.404916,0.393942,-0.394093,-0.000151
0.418879,0.406737,-0.406322,0.000415
0.432842,0.419452,-0.419469,-0.000017
0.446804,0.432086,-0.432309,-0.000224
0.460767,0.444635,-0.444233,0.000402
0.474730,0.457098,-0.457074,0.000024
0.488692,0.469472,-0.469609,-0.000138
0.502655,0.481754,-0.481839,-0.000085
0.516617,0.493942,-0.493762,0.000180
0.530580,0.506034,-0.506297,-0.000264
0.544543,0.518027,-0.517915,0.000112
0.558505,0.529919,-0.530145,-0.000225
0.572468,0.541708,-0.541763,-0.000054
0.586431,0.553392,-0.553381,0.000011
0.600393,0.564967,-0.564999,-0.000031
0.614356,0.576432,-0.576616,-0.000184
0.628319,0.587785,-0.587623,0.000162
0.642281,0.599024,-0.598629,0.000394
0.656244,0.610145,-0.610247,-0.000102
0.670206,0.621148,-0.620642,0.000506
0.684169,0.632029,-0.632260,-0.000231
0.698132,0.642788,-0.642655,0.000132
0.712094,0.653421,-0.653662,-0.000241
0.726057,0.663926,-0.664057,-0.000130
0.740020,0.674302,-0.673840,0.000462
0.753982,0.684547,-0.684847,-0.000300
0.767945,0.694658,-0.694630,0.000028
0.781908,0.704634,-0.705025,-0.000391
0.795870,0.714473,-0.714809,-0.000336
0.809833,0.724172,-0.723981,0.000191
0.823795,0.733730,-0.733764,-0.000034
0.837758,0.743145,-0.743548,-0.000403
0.851721,0.752415,-0.752108,0.000306
0.865683,0.761538,-0.761280,0.000258
0.879646,0.770513,-0.770453,0.000061
0.893609,0.779338,-0.779013,0.000325
0.907571,0.788011,-0.788185,-0.000174
0.921534,0.796530,-0.796746,-0.000216
0.935497,0.804894,-0.804083,0.000810
0.949459,0.813101,-0.813255,-0.000155
0.963422,0.821149,-0.820593,0.000556
0.977384,0.829038,-0.829154,-0.000116
0.991347,0.836764,-0.836491,0.000273
1.005310,0.844328,-0.843829,0.000499
1.019272,0.851727,-0.851778,-0.000051
1.033235,0.858960,-0.858504,0.000456
1.047198,0.866025,-0.866453,-0.000428
1.061160,0.872922,-0.872568,0.000354
1.075123,0.879649,-0.879294,0.000354
1.089085,0.886204,-0.886020,0.000183
1.103048,0.892586,-0.892747,-0.000161
1.117011,0.898794,-0.898861,-0.000067
1.130973,0.904827,-0.904976,-0.000149
1.144936,0.910684,-0.910479,0.000204
1.158899,0.916363,-0.915982,0.000380
1.172861,0.921863,-0.922097,-0.000234
1.186824,0.927184,-0.926989,0.000195
1.200787,0.932324,-0.931881,0.000443
1.214749,0.937282,-0.937384,-0.000102
1.228712,0.942057,-0.942276,-0.000218
1.242674,0.946649,-0.945945,0.000705
1.256637,0.951057,-0.950836,0.000220
1.270600,0.955278,-0.955117,0.000162
1.284562,0.959314,-0.958785,0.000529
1.298525,0.963163,-0.963066,0.000097
1.312488,0.966823,-0.966735,0.000089
1.326450,0.970296,-0.970403,-0.000108
1.340413,0.973579,-0.973461,0.000118
1.354376,0.976672,-0.976518,0.000154
1.368338,0.979575,-0.979575,-0.000000
1.382301,0.982287,-0.982021,0.000266
1.396263,0.984808,-0.985079,-0.000271
1.410226,0.987136,-0.987525,-0.000388
1.424189,0.989272,-0.989359,-0.000087
1.438151,0.991216,-0.991193,0.000022
1.452114,0.992966,-0.993028,-0.000062
1.466077,0.994522,-0.994862,-0.000340
1.480039,0.995884,-0.995474,0.000411
1.494002,0.997053,-0.997308,-0.000255
1.507965,0.998027,-0.997919,0.000107
1.521927,0.998806,-0.998531,0.000275
1.535890,0.999391,-0.999142,0.000248
1.549852,0.999781,-0.999754,0.000027
1.563815,0.999976,-0.999754,0.000222
1.577778,0.999976,-0.999754,0.000222
1.591740,0.999781,-0.999142,0.000638
1.605703,0.999391,-0.999754,-0.000363
1.619666,0.998806,-0.998531,0.000275
1.633628,0.998027,-0.997919,0.000107
1.647591,0.997053,-0.996697,0.000356
1.661554,0.995884,-0.996085,-0.000201
1.675516,0.994522,-0.994862,-0.000340
1.689479,0.992965,-0.992416,0.000549
1.703442,0.991216,-0.991193,0.000022
1.717404,0.989272,-0.988747,0.000525
1.731367,0.987136,-0.986913,0.000223
1.745329,0.984808,-0.984467,0.000341
1.759292,0.982287,-0.982633,-0.000346
1.773255,0.979575,-0.979575,-0.000000
1.787217,0.976672,-0.976518,0.000154
1.801180,0.973579,-0.973461,0.000118
1.815143,0.970296,-0.970403,-0.000108
1.829105,0.966823,-0.966123,0.000700
1.843068,0.963163,-0.963677,-0.000515
1.857030,0.959314,-0.959397,-0.000083
1.870993,0.955278,-0.955728,-0.000450
1.884956,0.951056,-0.951448,-0.000391
1.898918,0.946649,-0.946556,0.000093
1.912881,0.942057,-0.941664,0.000393
1.926844,0.937282,-0.937995,-0.000713
1.940806,0.932324,-0.932492,-0.000168
1.954769,0.927184,-0.927600,-0.000417
1.968732,0.921863,-0.921486,0.000377
1.982694,0.916363,-0.916594,-0.000231
1.996657,0.910684,-0.911091,-0.000407
2.010619,0.904827,-0.904976,-0.000149
2.024582,0.898794,-0.898250,0.000544
2.038545,0.892586,-0.892747,-0.000161
2.052507,0.886203,-0.885409,0.000795
2.066470,0.879649,-0.880517,-0.000869
2.080433,0.872922,-0.872568,0.000354
2.094395,0.866025,-0.866453,-0.000428
2.108358,0.858960,-0.858504,0.000455
2.122320,0.851727,-0.852390,-0.000663
2.136283,0.844328,-0.844440,-0.000113
2.150246,0.836764,-0.837103,-0.000339
2.164208,0.829037,-0.828542,0.000495
2.178171,0.821149,-0.821816,-0.000667
2.192134,0.813101,-0.813255,-0.000155
2.206096,0.804894,-0.804083,0.000810
2.220059,0.796530,-0.796746,-0.000216
2.234022,0.788011,-0.787574,0.000437
2.247984,0.779338,-0.780236,-0.000898
2.261947,0.770513,-0.769841,0.000672
2.275909,0.761538,-0.762503,-0.000965
2.289872,0.752415,-0.751497,0.000918
2.303835,0.743145,-0.744159,-0.001015
2.317797,0.733730,-0.732541,0.001188
2.331760,0.724172,-0.724592,-0.000420
2.345723,0.714473,-0.713586,0.000887
2.359685,0.704634,-0.705637,-0.001002
2.373648,0.694658,-0.694630,0.000028
2.387611,0.684547,-0.683624,0.000923
2.401573,0.674302,-0.675063,-0.000761
2.415536,0.663926,-0.662834,0.001092
2.429498,0.653421,-0.654273,-0.000853
2.443461,0.642787,-0.642044,0.000744
2.457424,0.632029,-0.632872,-0.000843
2.471386,0.621148,-0.620031,0.001117
2.485349,0.610145,-0.610859,-0.000714
2.499312,0.599023,-0.598018,0.001006
2.513274,0.587785,-0.588846,-0.001061
2.527237,0.576432,-0.575394,0.001039
2.541199,0.564967,-0.566221,-0.001254
2.555162,0.553391,-0.552158,0.001234
2.569125,0.541708,-0.542374,-0.000666
2.583087,0.529919,-0.530145,-0.000226
2.597050,0.518027,-0.516692,0.001334
2.611013,0.506034,-0.507520,-0.001487
2.624975,0.493942,-0.492539,0.001402
2.638938,0.481754,-0.482756,-0.001002
2.652901,0.469471,-0.468692,0.000779
2.666863,0.457098,-0.457991,-0.000893
2.680826,0.444635,-0.443316,0.001319
2.694788,0.432086,-0.433227,-0.001141
2.708751,0.419452,-0.418246,0.001206
2.722714,0.406737,-0.408156,-0.001420
2.736676,0.393942,-0.392870,0.001072
2.750639,0.381070,-0.382169,-0.001099
2.764602,0.368124,-0.367188,0.000937
2.778564,0.355107,-0.356181,-0.001075
2.792527,0.342020,-0.342118,-0.000098
2.806490,0.328866,-0.327442,0.001424
2.820452,0.315649,-0.316742,-0.001093
2.834415,0.302370,-0.301149,0.001221
2.848377,0.289032,-0.290448,-0.001417
2.862340,0.275637,-0.274244,0.001393
2.876303,0.262189,-0.263238,-0.001049
2.890265,0.248690,-0.247493,0.001197
2.904228,0.235142,-0.236333,-0.001191
2.918191,0.221548,-0.220282,0.001266
2.932153,0.207912,-0.209123,-0.001211
2.946116,0.194234,-0.193072,0.001162
2.960078,0.180519,-0.181607,-0.001088
2.974041,0.166769,-0.166779,-0.000010
2.988004,0.152986,-0.151645,0.001341
3.001966,0.139173,-0.140332,-0.001159
3.015929,0.125333,-0.124128,0.001204
3.029892,0.111469,-0.112663,-0.001195
3.043854,0.097583,-0.096307,0.001276
3.057817,0.083678,-0.084842,-0.001164
3.071780,0.069756,-0.068561,0.001195
3.085742,0.055821,-0.057020,-0.001198
3.099705,0.041875,-0.040663,0.001213
3.113667,0.027922,-0.029140,-0.001219
3.127630,0.013962,-0.012736,0.001226
3.141593,-0.000000,-0.001224,-0.001224
3.155555,-0.013962,0.015191,0.001229
3.169518,-0.027922,0.026675,-0.001246
3.183481,-0.041876,0.041886,0.000010
3.197443,-0.055822,0.057020,0.001198
3.211406,-0.069757,0.068485,-0.001272
3.225369,-0.083678,0.084918,0.001240
3.239331,-0.097583,0.096383,-0.001200
3.253294,-0.111469,0.112663,0.001194
3.267256,-0.125333,0.124128,-0.001205
3.281219,-0.139173,0.140332,0.001159
3.295182,-0.152986,0.151798,-0.001188
